Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX
Count= 678,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--
214,214,22/02/2021 15:32:55:662,591,567,3003,2,2,36,28.9,17.07,0,0,36,17.97,58,907.5,20.98,37.42,1.01,0,0,5,3276,0,#####,#####,#####,0,#####,49.06,#####,#####,#####,#####,14,#####,#####,38,67,0,2,79,7897,-5,1,#####,1,#####,9,0,31,1,20,#####,0,#####,34.5,88888,2,5,22,22
215,215,22/02/2021 15:32:55:762,605,581,3003,2,2,36,30,18.57,0,0,36,18.77,58,907.5,20.97,37.4,1.13,0,0,5,3276,0,#####,#####,#####,0,#####,49.06,#####,#####,#####,#####,14,#####,#####,38,67,0,2,79,7897,-5,1,#####,1,#####,9,0,31,1,20,#####,0,#####,34.5,88888,2,5,22,22
216,216,22/02/2021 15:32:55:862,620,596,3003,2,2,36,31.2,19.76,0,0,36,19.58,58,907.5,20.97,37.4,1.23,0,0,5,3444,0,#####,#####,#####,0,#####,51.03,#####,#####,#####,#####,14,#####,#####,38,67,0,2,79,7897,-5,1,#####,1,#####,11,0,31,3,22,#####,0,#####,36.5,88888,2,5,22,22
217,217,22/02/2021 15:32:55:962,635,611,3387,2,2,36,32.3,21.35,0,0,36,20.35,58,907.5,20.97,37.4,1.37,0,0,5,3444,0,#####,#####,#####,0,#####,51.03,#####,#####,#####,#####,14,#####,#####,38,67,0,2,79,7897,-5,1,#####,1,#####,11,0,31,3,22,#####,0,#####,36.5,88888,2,5,22,22
218,218,22/02/2021 15:32:56:62,649,625,3387,2,2,36,33.5,23.34,0,0,36,21.05,58,907.5,20.97,37.43,1.53,0,0,5,3612,0,#####,#####,#####,0,#####,52.99,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-4,1,#####,1,#####,13,0,31,7,25,#####,0,#####,33.5,88888,2,5,22,22
219,219,22/02/2021 15:32:56:162,664,640,3387,2,2,36,34.6,24.96,0,0,36,21.72,58,907.5,20.97,37.45,1.67,0,0,5,3612,0,#####,#####,#####,0,#####,52.99,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-4,1,#####,1,#####,13,0,31,7,25,#####,0,#####,33.5,88888,2,5,22,22
220,220,22/02/2021 15:32:56:262,678,654,3387,2,2,36,35.8,26.16,0,0,36,22.4,58,907.5,20.97,37.45,1.79,0,0,5,3768,0,#####,#####,#####,0,#####,56.52,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-3,1,#####,1,#####,14,0,31,4,27,#####,0,#####,33,88888,2,5,22,22
221,221,22/02/2021 15:32:56:362,684,668,3387,2,2,17,34.1,27.58,0,0,17,22.73,58,907.5,20.97,37.45,1.93,0,0,5,3768,0,#####,#####,#####,0,#####,56.52,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-3,1,#####,1,#####,14,0,31,4,27,#####,0,#####,33,88888,2,5,23,23
222,222,22/02/2021 15:32:56:462,690,680,3805,2,2,17,32.2,29.15,0,0,17,22.82,58,907.5,20.97,37.47,2.08,0,0,5,3922,0,#####,#####,#####,0,#####,57.31,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-3,1,#####,1,#####,16,0,31,1,28,#####,0,#####,31.5,88888,2,5,23,23
223,223,22/02/2021 15:32:56:562,697,687,3805,2,2,17,30.4,30.15,0,0,17,22.7,58,907.5,20.97,37.47,2.17,0,0,5,3922,0,#####,#####,#####,0,#####,57.31,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-3,1,#####,1,#####,16,0,31,1,28,#####,0,#####,31.5,88888,2,5,23,23
224,224,22/02/2021 15:32:56:662,703,693,3805,2,2,17,28.5,31.16,0,0,17,22.38,58,907.5,20.97,37.48,2.26,0,0,5,4001,0,#####,#####,#####,0,#####,58.88,#####,#####,#####,#####,15,#####,#####,38,67,0,2,82,7897,-2,1,#####,1,#####,17,0,31,2,29,#####,0,#####,30.5,88888,2,5,23,23
225,225,22/02/2021 15:32:56:762,709,699,3805,2,2,17,26.7,32.16,0,0,17,21.86,58,907.5,20.97,37.49,2.35,0,0,5,4001,0,#####,#####,#####,0,#####,58.88,#####,#####,#####,#####,15,#####,#####,38,67,0,2,82,7897,-2,1,#####,1,#####,17,0,31,2,29,#####,0,#####,30.5,88888,2,5,23,23
226,226,22/02/2021 15:32:56:862,716,705,3805,2,2,17,24.8,33.18,0,0,17,21.14,58,907.5,20.97,37.49,2.45,0,0,5,4062,0,#####,#####,#####,0,#####,59.27,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-2,1,#####,1,#####,18,0,31,5,29,#####,0,#####,30.5,88888,2,5,23,23
227,227,22/02/2021 15:32:56:962,722,711,3805,2,2,17,23,33.62,0,0,17,20.27,58,907.5,20.97,37.49,2.5,0,0,5,4062,0,#####,#####,#####,0,#####,59.27,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-2,1,#####,1,#####,18,0,31,5,29,#####,0,#####,30.5,88888,2,5,23,23
228,228,22/02/2021 15:32:57:62,729,717,4045,2,2,17,21.1,33.88,0,0,17,19.26,58,907.5,20.97,37.46,2.54,0,0,5,4120,0,#####,#####,#####,0,#####,59.27,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-2,1,#####,1,#####,18,0,31,-2,29,#####,0,#####,30.5,88888,2,5,23,23
229,229,22/02/2021 15:32:57:162,735,723,4045,2,2,17,19.3,33.73,0,0,17,18.14,58,907.5,20.97,37.46,2.55,0,0,5,4120,0,#####,#####,#####,0,#####,59.27,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-2,1,#####,1,#####,18,0,31,-2,29,#####,0,#####,30.5,88888,2,5,23,23
230,230,22/02/2021 15:32:57:262,741,729,4045,2,2,17,17.4,33.58,0,0,17,16.91,58,907.5,20.97,37.45,2.56,0,0,5,4120,0,#####,#####,#####,0,#####,59.27,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-2,1,#####,1,#####,18,0,31,-2,29,#####,0,#####,30.5,88888,2,5,23,23
231,231,22/02/2021 15:32:57:362,728,735,4045,2,2,0,15.8,33.26,0,0,0,15.61,58,907.5,20.97,37.45,2.56,0,0,5,4120,0,#####,#####,#####,0,#####,57.31,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-2,1,#####,1,#####,17,0,31,2,28,#####,0,#####,33,88888,2,5,24,24
232,232,22/02/2021 15:32:57:462,713,735,4045,2,2,0,14.1,32.9,0,0,0,14.21,58,907.5,20.97,37.46,2.53,0,0,5,4120,0,#####,#####,#####,0,#####,57.31,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-2,1,#####,1,#####,17,0,31,2,28,#####,0,#####,33,88888,2,5,24,24
233,233,22/02/2021 15:32:57:562,698,725,4199,2,2,0,12.3,32.96,0,0,0,12.65,58,907.5,20.97,37.46,2.5,0,0,5,4209,0,#####,#####,#####,0,#####,53.38,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-2,1,#####,1,#####,16,0,31,1,27,#####,0,#####,37.5,88888,2,5,24,24
234,234,22/02/2021 15:32:57:662,683,709,4199,2,2,0,10.6,32.45,0,0,0,11.02,58,907.5,20.97,37.47,2.41,0,0,5,4209,0,#####,#####,#####,0,#####,53.38,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-2,1,#####,1,#####,16,0,31,1,27,#####,0,#####,37.5,88888,2,5,24,24
235,235,22/02/2021 15:32:57:762,668,694,4199,2,2,0,8.8,31.81,0,0,0,9.32,58,907.5,20.97,37.47,2.31,0,0,5,4242,0,#####,#####,#####,0,#####,48.67,#####,#####,#####,#####,14,#####,#####,38,67,0,2,80,7897,-3,1,#####,1,#####,13,0,31,-3,24,#####,0,#####,39.5,88888,2,5,24,24
236,236,22/02/2021 15:32:57:862,654,678,4199,2,2,0,7,30.59,0,0,0,7.6,58,907.5,20.97,37.47,2.17,0,0,5,4242,0,#####,#####,#####,0,#####,48.67,#####,#####,#####,#####,14,#####,#####,38,67,0,2,80,7897,-3,1,#####,1,#####,13,0,31,-3,24,#####,0,#####,39.5,88888,2,5,24,24
237,237,22/02/2021 15:32:57:962,639,663,4199,2,2,0,5.3,28.85,0,0,0,5.89,58,907.5,20.97,37.47,2,0,0,5,4069,0,#####,#####,#####,0,#####,42,#####,#####,#####,#####,14,#####,#####,38,67,0,2,77,7897,-4,1,#####,1,#####,10,0,31,2,22,#####,0,#####,41,88888,2,5,24,24
238,238,22/02/2021 15:32:58:62,624,647,3903,2,2,0,3.5,27.38,0,0,0,4.17,58,907.5,20.97,37.48,1.86,0,0,5,4069,0,#####,#####,#####,0,#####,42,#####,#####,#####,#####,14,#####,#####,38,67,0,2,77,7897,-4,1,#####,1,#####,10,0,31,2,22,#####,0,#####,41,88888,2,5,24,24
239,239,22/02/2021 15:32:58:162,609,632,3903,2,2,0,1.8,25.77,0,0,0,2.45,58,907.5,20.97,37.48,1.71,0,0,5,3893,0,#####,#####,#####,0,#####,36.9,#####,#####,#####,#####,14,#####,#####,38,67,0,2,75,7897,-5,1,#####,1,#####,7,0,31,-2,22,#####,0,#####,39.5,88888,2,5,24,24
240,240,22/02/2021 15:32:58:262,594,615,3903,2,2,0,0,22.05,0,0,0,0.95,58,907.5,20.97,37.48,1.42,0,0,5,3893,0,#####,#####,#####,0,#####,36.9,#####,#####,#####,#####,14,#####,#####,38,67,0,2,75,7897,-5,1,#####,1,#####,7,0,31,-2,22,#####,0,#####,39.5,88888,2,5,24,24
241,241,22/02/2021 15:32:58:362,600,600,3903,2,2,19,1.7,17.82,0,0,19,0,58,907.5,20.97,37.48,1.12,0,0,5,3707,0,#####,#####,#####,0,#####,30.62,#####,#####,#####,#####,14,#####,#####,38,67,0,2,70,7897,-6,1,#####,1,#####,4,0,31,-2,18,#####,0,#####,37.5,88888,2,5,25,25
242,242,22/02/2021 15:32:58:462,607,591,3903,2,2,19,3.6,14.32,0,0,19,0,58,907.5,20.97,37.48,0.89,0,0,5,3707,0,#####,#####,#####,0,#####,30.62,#####,#####,#####,#####,14,#####,#####,38,67,0,2,70,7897,-6,1,#####,1,#####,4,0,31,-2,18,#####,0,#####,37.5,88888,2,5,25,25
243,243,22/02/2021 15:32:58:562,614,590,3408,2,2,19,5.4,11.03,0,0,19,0.04,58,907.5,20.97,37.48,0.68,0,0,5,3535,0,#####,#####,#####,0,#####,20.41,#####,#####,#####,#####,14,#####,#####,38,67,0,4,57,7897,-16,1,#####,1,#####,1,0,31,0,15,#####,0,#####,33,88888,2,5,25,25
244,244,22/02/2021 15:32:58:662,621,593,3408,2,2,19,7.3,0.66,0,0,19,1.12,58,907.5,20.97,37.48,0.04,0,0,5,3535,0,#####,#####,#####,0,#####,20.41,#####,#####,#####,#####,14,#####,#####,38,67,0,4,57,7897,-16,1,#####,1,#####,1,0,31,0,15,#####,0,#####,33,88888,2,5,25,25
245,245,22/02/2021 15:32:58:762,628,607,3408,2,2,19,9.2,-4.93,0,0,19,2.45,58,907.5,20.97,37.48,-0.31,0,0,5,3326,0,#####,#####,#####,0,#####,18.06,#####,#####,#####,#####,14,#####,#####,38,67,0,4,44,7897,-20,1,#####,1,#####,0,0,31,0,12,#####,0,#####,4.5,88888,2,5,25,25
246,246,22/02/2021 15:32:58:862,635,617,3408,2,2,19,11,-8.25,0,0,19,4.08,58,907.5,20.97,37.48,-0.53,0,0,5,3326,0,#####,#####,#####,0,#####,18.06,#####,#####,#####,#####,14,#####,#####,38,67,0,4,44,7897,-20,1,#####,1,#####,0,0,31,0,12,#####,0,#####,4.5,88888,2,5,25,25
247,247,22/02/2021 15:32:58:962,642,626,3408,2,2,19,12.9,-10.24,0,0,19,5.91,58,907.5,20.97,37.48,-0.67,0,0,5,3557,0,#####,#####,#####,0,#####,17.66,#####,#####,#####,#####,14,#####,#####,38,67,0,4,44,7897,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,6.5,88888,2,5,25,25
248,248,22/02/2021 15:32:59:62,649,634,3535,2,2,19,14.8,-12.09,0,0,19,8,58,907.5,20.97,37.49,-0.8,0,0,5,3557,0,#####,#####,#####,0,#####,17.66,#####,#####,#####,#####,14,#####,#####,38,67,0,4,44,7897,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,6.5,88888,2,5,25,25
249,249,22/02/2021 15:32:59:162,656,642,3535,2,2,19,16.7,-13.76,0,0,19,10.33,58,907.5,20.97,37.49,-0.93,0,0,5,3651,0,#####,#####,#####,0,#####,17.27,#####,#####,#####,#####,14,#####,#####,38,67,0,4,43,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,8,88888,2,5,25,25
250,250,22/02/2021 15:32:59:262,663,652,3535,2,2,11,18.3,-13.14,0,0,19,11.12,58,907.5,20.97,37.48,-0.9,0,0,4,3651,0,#####,#####,#####,0,#####,17.27,#####,#####,#####,#####,14,#####,#####,38,67,0,4,43,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,8,88888,2,5,25,25
251,251,22/02/2021 15:32:59:362,662,662,3535,2,2,0,18.3,-10.38,0,0,24,0,58,907.5,20.97,37.48,-0.72,0,0,4,3786,0,#####,#####,#####,0,#####,25.51,#####,#####,#####,#####,15,#####,#####,38,67,0,4,57,7897,-13,1,#####,1,#####,0,0,31,0,11,#####,0,#####,39.5,88888,2,5,26,26
252,252,22/02/2021 15:32:59:462,662,665,3535,2,2,0,18.3,-8.18,0,0,24,0,58,907.5,20.97,37.48,-0.57,0,0,4,3786,0,#####,#####,#####,0,#####,25.51,#####,#####,#####,#####,15,#####,#####,38,67,0,4,57,7897,-13,1,#####,1,#####,0,0,31,0,11,#####,0,#####,39.5,88888,2,5,26,26
253,253,22/02/2021 15:32:59:562,662,665,3996,2,2,0,18.3,-6.03,0,0,24,0,58,907.5,20.97,37.51,-0.42,0,0,4,4031,0,#####,#####,#####,0,#####,33.76,#####,#####,#####,#####,14,#####,#####,38,67,0,4,67,7897,-7,1,#####,1,#####,2,0,31,0,13,#####,0,#####,43.5,88888,2,5,26,26
254,254,22/02/2021 15:32:59:662,662,664,3996,2,2,0,18.3,-4.22,0,0,24,0,58,907.5,20.97,37.52,-0.29,0,0,4,4031,0,#####,#####,#####,0,#####,33.76,#####,#####,#####,#####,14,#####,#####,38,67,0,4,67,7897,-7,1,#####,1,#####,2,0,31,0,13,#####,0,#####,43.5,88888,2,5,26,26
255,255,22/02/2021 15:32:59:762,662,663,3996,2,2,0,18.3,-3.06,0,0,24,0,58,907.5,20.97,37.52,-0.21,0,0,4,4298,0,#####,#####,#####,0,#####,20.02,#####,#####,#####,#####,15,#####,#####,38,67,0,4,44,7897,-14,1,#####,1,#####,5,0,31,0,12,#####,0,#####,11,88888,2,5,26,26
256,256,22/02/2021 15:32:59:862,662,663,3996,2,2,0,18.3,-2.43,0,0,24,0,58,907.5,20.97,37.52,-0.17,0,0,4,4298,0,#####,#####,#####,0,#####,20.02,#####,#####,#####,#####,15,#####,#####,38,67,0,4,44,7897,-14,1,#####,1,#####,5,0,31,0,12,#####,0,#####,11,88888,2,5,26,26
257,257,22/02/2021 15:32:59:962,662,663,3996,2,2,0,18.3,-1.9,0,0,24,0,58,907.5,20.97,37.51,-0.13,0,0,4,3544,0,#####,#####,#####,0,#####,17.27,#####,#####,#####,#####,14,#####,#####,38,67,0,4,44,7897,-19,1,#####,1,#####,1,0,31,0,11,#####,0,#####,6,88888,2,5,26,26
258,258,22/02/2021 15:33:00:62,690,663,3362,3,2,24,6,-0.93,0,0,24,0.77,58,907.5,20.97,37.51,-0.06,0,0,5,3544,0,#####,#####,#####,0,#####,17.27,#####,#####,#####,#####,14,#####,#####,38,67,0,4,44,7897,-19,1,#####,1,#####,1,0,31,0,11,#####,0,#####,6,88888,2,5,26,26
259,259,22/02/2021 15:33:00:162,722,665,3362,3,2,24,14.7,-4.33,0,0,24,2.52,58,907.5,20.97,37.54,-0.3,0,0,5,2792,0,#####,#####,#####,0,#####,21.98,#####,#####,#####,#####,14,#####,#####,38,67,0,4,48,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,-4.5,88888,2,5,26,26
260,260,22/02/2021 15:33:00:262,753,688,3362,3,2,24,23.5,-7.62,0,0,24,5.35,58,907.5,20.97,37.54,-0.55,0,0,5,2792,0,#####,#####,#####,0,#####,21.98,#####,#####,#####,#####,14,#####,#####,38,67,0,4,48,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,-4.5,88888,2,5,26,26
261,261,22/02/2021 15:33:00:362,767,723,3362,3,2,30,24.9,-9.15,0,0,30,7.93,58,907.5,20.97,37.54,-0.69,0,0,5,2895,0,#####,#####,#####,0,#####,23.16,#####,#####,#####,#####,15,#####,#####,38,67,0,4,47,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,1.5,88888,2,5,27,27
262,262,22/02/2021 15:33:00:462,779,751,3362,3,2,30,25.5,-10.34,0,0,30,10.58,58,907.5,20.97,37.54,-0.81,0,0,5,2895,0,#####,#####,#####,0,#####,23.16,#####,#####,#####,#####,15,#####,#####,38,67,0,4,47,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,1.5,88888,2,5,27,27
263,263,22/02/2021 15:33:00:562,791,769,3026,3,2,30,26.1,-10.17,0,0,30,13.22,58,907.5,20.97,37.53,-0.82,0,0,5,3133,0,#####,#####,#####,0,#####,20.8,#####,#####,#####,#####,14,#####,#####,38,67,0,4,46,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,2,5,27,27
264,264,22/02/2021 15:33:00:662,802,784,3026,3,3,30,26.7,-7.95,0,0,30,15.69,58,907.5,20.97,37.53,-0.65,0,0,5,3133,0,#####,#####,#####,0,#####,20.8,#####,#####,#####,#####,14,#####,#####,38,67,0,4,46,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,3,5,27,27
265,265,22/02/2021 15:33:00:762,814,799,3026,3,3,30,27.3,-4.48,0,0,30,17.83,58,907.5,20.97,37.51,-0.37,0,0,5,3359,0,#####,#####,#####,0,#####,27.08,#####,#####,#####,#####,14,#####,#####,38,67,0,4,58,7897,-20,1,#####,1,#####,0,0,31,0,14,#####,0,#####,33,88888,3,5,27,27
266,266,22/02/2021 15:33:00:862,826,812,3026,3,3,30,27.9,-0.54,0,0,30,19.69,58,907.5,20.97,37.51,-0.05,0,0,5,3359,0,#####,#####,#####,0,#####,27.08,#####,#####,#####,#####,14,#####,#####,38,67,0,4,58,7897,-20,1,#####,1,#####,0,0,31,0,14,#####,0,#####,33,88888,3,5,27,27
267,267,22/02/2021 15:33:00:962,838,822,3026,3,3,30,28.5,4.04,0,0,30,21.27,58,907.5,20.97,37.55,0.35,0,0,5,3351,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,38,67,0,4,74,7897,-10,1,#####,1,#####,8,0,31,0,19,#####,0,#####,33,88888,3,5,27,27
268,268,22/02/2021 15:33:01:62,850,834,3026,3,3,30,29.1,7.74,0,0,30,22.68,58,907.5,20.97,37.55,0.68,0,0,5,3351,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,38,67,0,4,74,7897,-10,1,#####,1,#####,8,0,31,0,19,#####,0,#####,33,88888,3,5,27,27
269,269,22/02/2021 15:33:01:162,861,845,3428,3,3,30,29.7,11.26,0,0,30,23.86,58,907.5,20.97,37.54,1,0,0,5,3351,0,#####,#####,#####,0,#####,47.49,#####,#####,#####,#####,15,#####,#####,38,67,0,4,79,7897,-6,1,#####,1,#####,13,0,31,0,24,#####,0,#####,33.5,88888,3,5,27,27
270,270,22/02/2021 15:33:01:262,873,856,3428,3,3,30,30.3,13.79,0,0,30,24.96,58,907.5,20.97,37.54,1.24,0,0,5,3351,0,#####,#####,#####,0,#####,47.49,#####,#####,#####,#####,15,#####,#####,38,67,0,4,79,7897,-6,1,#####,1,#####,13,0,31,0,24,#####,0,#####,33.5,88888,3,5,27,27
271,271,22/02/2021 15:33:01:362,867,868,3428,3,3,0,27.5,16.66,0,0,0,25.49,58,907.5,20.97,37.54,1.51,0,0,5,3462,0,#####,#####,#####,0,#####,56.13,#####,#####,#####,#####,15,#####,#####,38,67,0,4,81,7897,-5,1,#####,1,#####,16,0,31,0,27,#####,0,#####,27.5,88888,3,5,28,28
272,272,22/02/2021 15:33:01:462,860,874,3428,3,3,0,24.5,20.07,0,0,0,25.54,58,907.5,20.97,37.54,1.84,0,0,5,3462,0,#####,#####,#####,0,#####,56.13,#####,#####,#####,#####,15,#####,#####,38,67,0,4,81,7897,-5,1,#####,1,#####,16,0,31,0,27,#####,0,#####,27.5,88888,3,5,28,28
273,273,22/02/2021 15:33:01:562,853,869,3428,3,3,0,21.4,22.68,0,0,0,25.18,58,907.5,20.97,37.54,2.06,0,0,5,3547,0,#####,#####,#####,0,#####,62.8,#####,#####,#####,#####,14,#####,#####,38,67,0,4,83,7897,-3,1,#####,1,#####,18,0,31,0,29,#####,0,#####,26,88888,3,5,28,28
274,274,22/02/2021 15:33:01:662,846,862,3577,3,3,0,18.3,24.58,0,0,0,24.52,58,907.5,20.97,37.54,2.22,0,0,5,3547,0,#####,#####,#####,0,#####,62.8,#####,#####,#####,#####,14,#####,#####,38,67,0,4,83,7897,-3,1,#####,1,#####,18,0,31,0,29,#####,0,#####,26,88888,3,5,28,28
275,275,22/02/2021 15:33:01:762,839,854,3577,3,3,0,15.3,26.35,0,0,0,23.51,58,907.5,20.97,37.55,2.36,0,0,5,3626,0,#####,#####,#####,0,#####,69.08,#####,#####,#####,#####,14,#####,#####,38,67,0,2,83,7897,-2,1,#####,1,#####,20,0,31,0,31,#####,0,#####,24.5,88888,3,5,28,28
276,276,22/02/2021 15:33:01:862,832,846,3577,3,3,0,12.2,27.42,0,0,0,22.25,58,907.5,20.97,37.55,2.43,0,0,5,3626,0,#####,#####,#####,0,#####,69.08,#####,#####,#####,#####,14,#####,#####,38,67,0,2,83,7897,-2,1,#####,1,#####,20,0,31,0,31,#####,0,#####,24.5,88888,3,5,28,28
277,277,22/02/2021 15:33:01:962,825,838,3577,3,3,0,9.2,27.99,0,0,0,20.73,58,907.5,20.97,37.56,2.46,0,0,5,3545,0,#####,#####,#####,0,#####,71.04,#####,#####,#####,#####,15,#####,#####,38,67,0,2,84,7897,-2,1,#####,1,#####,20,0,31,-3,31,#####,0,#####,22.5,88888,3,5,28,28
278,278,22/02/2021 15:33:02:62,818,831,3577,3,3,0,6.1,28.23,0,0,0,19,58,907.5,20.97,37.56,2.46,0,0,5,3545,0,#####,#####,#####,0,#####,71.04,#####,#####,#####,#####,15,#####,#####,38,67,0,2,84,7897,-2,1,#####,1,#####,20,0,31,-3,31,#####,0,#####,22.5,88888,3,5,28,28
279,279,22/02/2021 15:33:02:162,811,823,3458,3,3,0,3.1,28.7,0,0,0,17,58,907.5,20.97,37.56,2.47,0,0,5,3467,0,#####,#####,#####,0,#####,70.26,#####,#####,#####,#####,15,#####,#####,38,67,0,2,85,7897,-2,1,#####,1,#####,20,0,31,-3,31,#####,0,#####,21.5,88888,3,5,28,28
280,280,22/02/2021 15:33:02:262,804,816,3458,3,3,14,0.3,28.74,0,0,0,13.63,58,907.5,20.97,37.56,2.46,0,0,4,3467,0,#####,#####,#####,0,#####,70.26,#####,#####,#####,#####,15,#####,#####,38,67,0,2,85,7897,-2,1,#####,1,#####,20,0,31,-3,31,#####,0,#####,21.5,88888,3,5,28,28
281,281,22/02/2021 15:33:02:362,806,809,3458,3,3,0,0.3,28.27,0,0,0,0,58,907.6,20.98,37.56,2.39,0,0,4,3419,0,#####,#####,#####,0,#####,65.55,#####,#####,#####,#####,15,#####,#####,38,67,0,2,83,7897,-3,1,#####,1,#####,18,0,31,-8,31,#####,0,#####,24,88888,3,5,29,29
282,282,22/02/2021 15:33:02:462,806,801,3458,3,3,0,0.3,26.67,0,0,0,0,58,907.6,20.98,37.56,2.24,0,0,4,3419,0,#####,#####,#####,0,#####,65.55,#####,#####,#####,#####,15,#####,#####,38,67,0,2,83,7897,-3,1,#####,1,#####,18,0,31,-8,31,#####,0,#####,24,88888,3,5,29,29
283,283,22/02/2021 15:33:02:562,806,796,3458,3,3,0,0.3,20.25,0,0,0,0,58,907.6,20.98,37.6,1.69,0,0,4,3308,0,#####,#####,#####,0,#####,55.34,#####,#####,#####,#####,14,#####,#####,38,67,0,2,74,7897,-4,1,#####,1,#####,14,0,31,-5,29,#####,0,#####,27,88888,3,5,29,29
284,284,22/02/2021 15:33:02:662,806,797,3705,3,2,0,0.3,13.99,0,0,0,0,58,907.6,20.98,37.6,1.17,0,0,4,3308,0,#####,#####,#####,0,#####,55.34,#####,#####,#####,#####,14,#####,#####,38,67,0,2,74,7897,-4,1,#####,1,#####,14,0,31,-5,29,#####,0,#####,27,88888,3,5,29,29
285,285,22/02/2021 15:33:02:762,806,799,3705,3,2,0,0.3,10.31,0,0,0,0,58,907.6,20.97,37.59,0.86,0,0,4,4296,0,#####,#####,#####,0,#####,24.34,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-9,1,#####,1,#####,3,0,31,0,25,#####,0,#####,44,88888,3,5,29,29
286,286,22/02/2021 15:33:02:862,806,801,3705,3,2,0,0.3,6.31,0,0,0,0,58,907.6,20.97,37.59,0.53,0,0,4,4296,0,#####,#####,#####,0,#####,24.34,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-9,1,#####,1,#####,3,0,31,0,25,#####,0,#####,44,88888,2,5,29,29
287,287,22/02/2021 15:33:02:962,806,801,3705,3,2,0,2.8,2.83,0,0,0,0,58,907.6,20.97,37.6,0.24,0,0,5,3886,0,#####,#####,#####,0,#####,16.49,#####,#####,#####,#####,15,#####,#####,38,67,0,4,43,7897,-20,1,#####,1,#####,0,0,31,0,14,#####,0,#####,6.5,88888,2,5,29,29
