Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX
Count= 678,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--
288,288,22/02/2021 15:33:03:62,752,789,3705,2,2,0,1.9,-6.91,0,0,0,0.79,58,907.6,20.97,37.6,-0.57,0,0,5,3886,0,#####,#####,#####,0,#####,16.49,#####,#####,#####,#####,15,#####,#####,38,67,0,4,43,7897,-20,1,#####,1,#####,0,0,31,0,14,#####,0,#####,6.5,88888,2,5,29,29
289,289,22/02/2021 15:33:03:162,699,778,3908,2,2,0,0.9,-15.2,0,0,0,2.45,58,907.6,20.98,37.6,-1.24,0,0,5,3301,0,#####,#####,#####,0,#####,18.45,#####,#####,#####,#####,15,#####,#####,38,67,0,4,42,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,18,88888,2,5,29,29
290,290,22/02/2021 15:33:03:262,645,760,3908,2,2,0,0,-13.65,0,0,0,3.4,58,907.6,20.98,37.6,-1.09,0,0,5,3301,0,#####,#####,#####,0,#####,18.45,#####,#####,#####,#####,15,#####,#####,38,67,0,4,42,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,18,88888,2,5,29,29
291,291,22/02/2021 15:33:03:362,630,722,3908,2,2,0,0,-12.31,0,0,0,4.22,58,907.6,20.98,37.6,-0.93,0,0,5,4335,0,#####,#####,#####,0,#####,14.52,#####,#####,#####,#####,14,#####,#####,38,67,0,4,39,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,12.5,88888,2,5,30,30
292,292,22/02/2021 15:33:03:462,614,681,3908,2,2,0,0,-10.8,0,0,0,4.92,58,907.6,20.97,37.6,-0.77,0,0,5,4335,0,#####,#####,#####,0,#####,14.52,#####,#####,#####,#####,14,#####,#####,38,67,0,4,39,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,12.5,88888,2,5,30,30
293,293,22/02/2021 15:33:03:562,597,641,3908,2,2,0,0,-9.52,0,0,0,5.54,58,907.6,20.97,37.62,-0.64,0,0,5,3885,0,#####,#####,#####,0,#####,15.7,#####,#####,#####,#####,14,#####,#####,38,67,0,4,42,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,9,88888,2,5,30,30
294,294,22/02/2021 15:33:03:662,580,611,3799,2,2,0,0,-9.82,0,0,0,6.24,58,907.6,20.97,37.62,-0.63,0,0,5,3885,0,#####,#####,#####,0,#####,15.7,#####,#####,#####,#####,14,#####,#####,38,67,0,4,42,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,9,88888,2,5,30,30
295,295,22/02/2021 15:33:03:762,564,593,3799,2,2,0,0,-9.92,0,0,0,6.95,58,907.6,20.97,37.65,-0.62,0,0,5,3480,0,#####,#####,#####,0,#####,19.23,#####,#####,#####,#####,14,#####,#####,38,67,0,4,47,7897,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,6,88888,2,5,30,30
296,296,22/02/2021 15:33:03:862,547,579,3799,2,2,0,0,-8.15,0,0,0,7.44,58,907.7,20.97,37.65,-0.49,0,0,5,3480,0,#####,#####,#####,0,#####,19.23,#####,#####,#####,#####,14,#####,#####,38,67,0,4,47,7897,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,6,88888,2,5,30,30
297,297,22/02/2021 15:33:03:962,530,562,3799,2,2,0,0,-5.68,0,0,0,7.74,58,907.7,20.97,37.65,-0.33,0,0,5,3396,0,#####,#####,#####,0,#####,23.55,#####,#####,#####,#####,14,#####,#####,38,67,0,4,53,7897,-13,1,#####,1,#####,0,0,31,0,13,#####,0,#####,31.5,88888,2,5,30,30
298,298,22/02/2021 15:33:04:62,514,548,3799,2,2,0,0,-0.77,0,0,0,7.71,58,907.7,20.97,37.63,-0.04,0,0,5,3396,0,#####,#####,#####,0,#####,23.55,#####,#####,#####,#####,14,#####,#####,38,67,0,4,53,7897,-13,1,#####,1,#####,0,0,31,0,13,#####,0,#####,31.5,88888,2,5,30,30
299,299,22/02/2021 15:33:04:162,497,532,3248,2,2,0,0,1.9,0,0,0,7.41,58,907.7,20.97,37.64,0.11,0,0,5,3366,0,#####,#####,#####,0,#####,29.83,#####,#####,#####,#####,15,#####,#####,38,67,0,4,59,7897,-10,1,#####,1,#####,2,0,31,0,14,#####,0,#####,30.5,88888,1,5,30,30
300,300,22/02/2021 15:33:04:262,480,515,3248,2,2,6,0,4.73,0,0,0,6.97,58,907.7,20.97,37.64,0.26,0,0,4,3366,0,#####,#####,#####,0,#####,29.83,#####,#####,#####,#####,15,#####,#####,38,67,0,4,59,7897,-10,1,#####,1,#####,2,0,31,0,14,#####,0,#####,30.5,88888,1,5,30,30
301,301,22/02/2021 15:33:04:362,484,497,3248,2,2,0,0,7.76,0,0,0,0,58,907.7,20.97,37.64,0.4,0,0,4,2940,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,38,67,0,4,65,7897,-10,1,#####,1,#####,3,0,31,0,15,#####,0,#####,26,88888,2,5,31,31
302,302,22/02/2021 15:33:04:462,484,484,3248,2,2,0,0,8.35,0,0,0,0,58,907.7,20.97,37.65,0.42,0,0,4,2940,0,#####,#####,#####,0,#####,36.11,#####,#####,#####,#####,14,#####,#####,38,67,0,4,65,7897,-10,1,#####,1,#####,3,0,31,0,15,#####,0,#####,26,88888,2,5,31,31
303,303,22/02/2021 15:33:04:562,484,479,3248,2,2,0,0,6.42,0,0,0,0,58,907.7,20.97,37.66,0.32,0,0,4,2776,0,#####,#####,#####,0,#####,38.07,#####,#####,#####,#####,14,#####,#####,38,67,0,4,68,7897,-10,1,#####,1,#####,4,0,31,0,15,#####,0,#####,24,88888,2,5,31,31
304,304,22/02/2021 15:33:04:662,484,479,3248,2,2,0,0,5.09,0,0,0,0,58,907.7,20.97,37.66,0.26,0,0,4,2776,0,#####,#####,#####,0,#####,38.07,#####,#####,#####,#####,14,#####,#####,38,67,0,4,68,7897,-10,1,#####,1,#####,4,0,31,0,15,#####,0,#####,24,88888,1,5,31,31
305,305,22/02/2021 15:33:04:762,484,480,2925,2,2,0,0,3.44,0,0,0,0,58,907.7,20.97,37.66,0.17,0,0,4,3078,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,15,#####,#####,38,67,0,4,50,7897,-10,1,#####,1,#####,0,0,31,0,11,#####,0,#####,26,88888,1,5,31,31
306,306,22/02/2021 15:33:04:862,484,481,2925,2,2,0,0,2.51,0,0,0,0,58,907.7,20.97,37.66,0.13,0,0,4,3078,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,15,#####,#####,38,67,0,4,50,7897,-10,1,#####,1,#####,0,0,31,0,11,#####,0,#####,26,88888,2,5,31,31
307,307,22/02/2021 15:33:04:962,484,480,2925,2,2,0,0.9,0.68,0,0,0,0,58,907.7,20.97,37.66,0.03,0,0,5,3078,0,#####,#####,#####,0,#####,23.16,#####,#####,#####,#####,14,#####,#####,38,67,0,4,49,7897,-18,1,#####,1,#####,0,0,31,0,11,#####,0,#####,-4,88888,2,5,31,31
308,308,22/02/2021 15:33:05:62,420,456,2925,1,2,0,0.6,-15.86,0,0,0,1.66,58,907.6,20.98,37.66,-0.76,0,0,5,3078,0,#####,#####,#####,0,#####,23.16,#####,#####,#####,#####,14,#####,#####,38,67,0,4,49,7897,-18,1,#####,1,#####,0,0,31,0,11,#####,0,#####,-4,88888,2,5,31,31
309,309,22/02/2021 15:33:05:162,357,437,2925,1,2,0,0.3,-39.06,0,0,0,5.44,58,907.6,20.98,37.67,-1.79,0,0,5,2490,0,#####,#####,#####,0,#####,29.44,#####,#####,#####,#####,14,#####,#####,38,67,0,4,53,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,12,88888,2,5,31,31
310,310,22/02/2021 15:33:05:262,294,437,2887,1,1,0,0,-37.46,0,0,0,8.01,58,907.7,20.98,37.67,-1.71,0,0,5,2490,0,#####,#####,#####,0,#####,29.44,#####,#####,#####,#####,14,#####,#####,38,67,0,4,53,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,12,88888,2,5,31,31
311,311,22/02/2021 15:33:05:362,289,406,2887,1,1,0,0,-26.36,0,0,0,9.39,58,907.7,20.98,37.67,-1.12,0,0,5,2003,0,#####,#####,#####,0,#####,16.09,#####,#####,#####,#####,15,#####,#####,38,67,0,4,41,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,12.5,88888,2,5,32,32
312,312,22/02/2021 15:33:05:462,284,365,2887,1,1,0,0,-18.23,0,0,0,10.4,58,907.7,20.98,37.66,-0.7,0,0,5,2003,0,#####,#####,#####,0,#####,16.09,#####,#####,#####,#####,15,#####,#####,38,67,0,4,41,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,12.5,88888,1,5,32,32
313,313,22/02/2021 15:33:05:562,279,329,2887,1,1,0,0,-10.64,0,0,0,10.81,58,907.6,20.98,37.69,-0.37,0,0,5,4101,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,15,#####,#####,38,67,0,4,44,7897,-20,1,#####,1,#####,1,0,31,0,12,#####,0,#####,6.5,88888,1,5,32,32
314,314,22/02/2021 15:33:05:662,274,303,2887,1,1,0,0,3.19,0,0,0,10.04,58,907.6,20.98,37.69,0.1,0,0,5,4101,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,15,#####,#####,38,67,0,4,44,7897,-20,1,#####,1,#####,1,0,31,0,12,#####,0,#####,6.5,88888,1,5,32,32
315,315,22/02/2021 15:33:05:762,269,285,3083,1,1,0,0,8.82,0,0,0,9.56,58,907.6,20.98,37.69,0.26,0,0,5,3337,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,67,0,4,61,7897,-16,1,#####,1,#####,4,0,31,0,12,#####,0,#####,29,88888,1,5,32,32
316,316,22/02/2021 15:33:05:862,264,278,3083,1,1,0,0,16.15,0,0,0,8.91,58,907.6,20.98,37.69,0.47,0,0,5,3337,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,67,0,4,61,7897,-16,1,#####,1,#####,4,0,31,0,12,#####,0,#####,29,88888,0,5,32,32
317,317,22/02/2021 15:33:05:962,259,272,3083,1,1,0,0,21.1,0,0,0,8.32,58,907.6,20.98,37.69,0.6,0,0,5,2617,0,#####,#####,#####,0,#####,47.1,#####,#####,#####,#####,15,#####,#####,38,67,0,4,73,7897,-9,1,#####,1,#####,6,0,31,0,15,#####,0,#####,21.5,88888,0,5,32,32
318,318,22/02/2021 15:33:06:62,253,266,3083,1,1,0,0,24.42,0,0,0,7.88,58,907.7,20.98,37.7,0.68,0,0,5,2617,0,#####,#####,#####,0,#####,47.1,#####,#####,#####,#####,15,#####,#####,38,67,0,4,73,7897,-9,1,#####,1,#####,6,0,31,0,15,#####,0,#####,21.5,88888,0,5,32,32
319,319,22/02/2021 15:33:06:162,248,260,3083,1,1,0,0,28.17,0,0,0,7.4,58,907.7,20.98,37.71,0.77,0,0,5,2512,0,#####,#####,#####,0,#####,48.67,#####,#####,#####,#####,15,#####,#####,38,67,0,4,75,7897,-9,1,#####,1,#####,6,0,31,0,17,#####,0,#####,22.5,88888,0,5,32,32
320,320,22/02/2021 15:33:06:262,243,254,2395,1,1,0,0,30.74,0,0,0,6.99,58,907.6,20.98,37.71,0.82,0,0,5,2512,0,#####,#####,#####,0,#####,48.67,#####,#####,#####,#####,15,#####,#####,38,67,0,4,75,7897,-9,1,#####,1,#####,6,0,31,0,17,#####,0,#####,22.5,88888,0,5,32,32
321,321,22/02/2021 15:33:06:362,259,248,2395,1,1,43,3.9,31.44,0,0,43,7.02,58,907.6,20.98,37.71,0.82,0,0,5,2289,0,#####,#####,#####,0,#####,46.71,#####,#####,#####,#####,14,#####,#####,38,67,0,4,74,7897,-11,1,#####,1,#####,5,0,31,0,17,#####,0,#####,22.5,88888,1,5,33,33
322,322,22/02/2021 15:33:06:462,277,247,2395,1,1,43,8.2,31.23,0,0,43,7.21,58,907.6,20.98,37.71,0.81,0,0,5,2289,0,#####,#####,#####,0,#####,46.71,#####,#####,#####,#####,14,#####,#####,38,67,0,4,74,7897,-11,1,#####,1,#####,5,0,31,0,17,#####,0,#####,22.5,88888,1,5,33,33
323,323,22/02/2021 15:33:06:562,295,258,2395,1,1,43,12.5,27.16,0,0,43,7.73,58,907.6,20.98,37.71,0.73,0,0,5,2191,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,67,0,4,73,7897,-13,1,#####,1,#####,5,0,31,0,16,#####,0,#####,23,88888,0,5,33,33
324,324,22/02/2021 15:33:06:662,313,275,2395,1,1,43,16.8,22.88,0,0,43,8.33,58,907.6,20.98,37.72,0.66,0,0,5,2191,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,67,0,4,73,7897,-13,1,#####,1,#####,5,0,31,0,16,#####,0,#####,23,88888,1,5,33,33
325,325,22/02/2021 15:33:06:762,331,293,2396,1,1,43,21.1,20.43,0,0,43,8.91,58,907.6,20.98,37.72,0.63,0,0,5,2492,0,#####,#####,#####,0,#####,41.21,#####,#####,#####,#####,15,#####,#####,38,67,0,4,69,7897,-11,1,#####,1,#####,4,0,31,0,16,#####,0,#####,24,88888,1,5,33,33
326,326,22/02/2021 15:33:06:862,349,311,2396,1,1,43,25.4,18.09,0,0,43,9.48,58,907.6,20.98,37.72,0.59,0,0,5,2492,0,#####,#####,#####,0,#####,41.21,#####,#####,#####,#####,15,#####,#####,38,67,0,4,69,7897,-11,1,#####,1,#####,4,0,31,0,16,#####,0,#####,24,88888,1,5,33,33
327,327,22/02/2021 15:33:06:962,366,329,2396,1,1,43,29.7,13.88,0,0,43,10.24,58,907.6,20.98,37.72,0.48,0,0,5,2821,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,38,67,0,4,69,7897,-10,1,#####,1,#####,4,0,31,0,15,#####,0,#####,28.5,88888,1,5,33,33
328,328,22/02/2021 15:33:07:62,384,349,2396,1,1,43,34.1,12.01,0,0,43,10.89,58,907.6,20.98,37.73,0.44,0,0,5,2821,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,38,67,0,4,69,7897,-10,1,#####,1,#####,4,0,31,0,15,#####,0,#####,28.5,88888,1,5,33,33
329,329,22/02/2021 15:33:07:162,402,369,2396,1,1,43,38.4,11.02,0,0,43,11.77,58,907.6,20.98,37.73,0.43,0,0,5,3179,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,38,67,0,4,69,7897,-9,1,#####,1,#####,4,0,31,0,16,#####,0,#####,34.5,88888,1,5,33,33
330,330,22/02/2021 15:33:07:262,420,387,3212,1,1,43,42.7,11.09,0,0,43,14.22,58,907.6,20.98,37.72,0.45,0,0,5,3179,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,38,67,0,4,69,7897,-9,1,#####,1,#####,4,0,31,0,16,#####,0,#####,34.5,88888,2,5,33,33
331,331,22/02/2021 15:33:07:362,428,405,3212,1,1,22,40.8,10.92,0,0,22,16.29,58,907.6,20.98,37.72,0.46,0,0,5,3521,0,#####,#####,#####,0,#####,37.29,#####,#####,#####,#####,14,#####,#####,38,67,0,2,71,7897,-8,1,#####,1,#####,5,0,31,3,17,#####,0,#####,39,88888,2,5,34,34
332,332,22/02/2021 15:33:07:462,436,422,3212,1,1,22,38.6,12.94,0,0,22,17.99,58,907.6,20.98,37.71,0.57,0,0,5,3521,0,#####,#####,#####,0,#####,37.29,#####,#####,#####,#####,14,#####,#####,38,67,0,2,71,7897,-8,1,#####,1,#####,5,0,31,3,17,#####,0,#####,39,88888,1,5,34,34
333,333,22/02/2021 15:33:07:562,445,433,3212,1,1,22,36.5,15.07,0,0,22,19.34,58,907.6,20.98,37.71,0.68,0,0,5,3864,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,39,67,0,2,73,7897,-6,1,#####,1,#####,6,0,31,6,19,#####,0,#####,42,88888,1,5,34,34
334,334,22/02/2021 15:33:07:662,453,443,3212,1,1,22,34.4,18.11,0,0,22,20.27,58,907.7,20.98,37.71,0.84,0,0,5,3864,0,#####,#####,#####,0,#####,38.47,#####,#####,#####,#####,14,#####,#####,39,67,0,2,73,7897,-6,1,#####,1,#####,6,0,31,6,19,#####,0,#####,42,88888,1,5,34,34
335,335,22/02/2021 15:33:07:762,462,452,3959,1,1,22,32.2,22.26,0,0,22,20.7,58,907.7,20.98,37.73,1.05,0,0,5,4035,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,39,67,0,2,78,7897,-5,1,#####,1,#####,8,0,31,9,22,#####,0,#####,43.5,88888,1,5,34,34
336,336,22/02/2021 15:33:07:862,470,461,3959,1,1,22,30.1,27.78,0,0,22,20.57,58,907.7,20.98,37.73,1.34,0,0,5,4035,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,39,67,0,2,78,7897,-5,1,#####,1,#####,8,0,31,9,22,#####,0,#####,43.5,88888,1,5,34,34
337,337,22/02/2021 15:33:07:962,479,468,3959,1,1,22,27.9,30.49,0,0,22,20.15,58,907.7,20.98,37.73,1.49,0,0,5,4173,0,#####,#####,#####,0,#####,48.28,#####,#####,#####,#####,15,#####,#####,39,67,0,2,80,7897,-3,1,#####,1,#####,11,0,31,4,25,#####,0,#####,39,88888,1,5,34,34
338,338,22/02/2021 15:33:08:62,487,476,3959,1,1,22,25.8,33.17,0,0,22,19.39,58,907.7,20.98,37.74,1.65,0,0,5,4173,0,#####,#####,#####,0,#####,48.28,#####,#####,#####,#####,15,#####,#####,39,67,0,2,80,7897,-3,1,#####,1,#####,11,0,31,4,25,#####,0,#####,39,88888,1,5,34,34
339,339,22/02/2021 15:33:08:162,496,484,3959,1,1,22,23.7,36.41,0,0,22,18.24,58,907.7,20.98,37.74,1.85,0,0,5,4325,0,#####,#####,#####,0,#####,51.42,#####,#####,#####,#####,14,#####,#####,39,67,0,2,80,7897,-3,1,#####,1,#####,16,0,31,9,27,#####,0,#####,39,88888,1,5,34,34
340,340,22/02/2021 15:33:08:262,504,491,4349,1,1,22,21.5,38.7,0,0,22,16.83,58,907.6,20.98,37.73,1.99,0,0,5,4325,0,#####,#####,#####,0,#####,51.42,#####,#####,#####,#####,14,#####,#####,39,67,0,2,80,7897,-3,1,#####,1,#####,16,0,31,9,27,#####,0,#####,39,88888,1,5,34,34
341,341,22/02/2021 15:33:08:362,500,498,4349,1,1,0,19.6,39.54,0,0,0,15.27,58,907.6,20.98,37.73,2.06,0,0,5,4452,0,#####,#####,#####,0,#####,51.03,#####,#####,#####,#####,14,#####,#####,39,67,0,2,80,7897,-3,1,#####,1,#####,16,0,31,3,27,#####,0,#####,39,88888,1,5,35,35
342,342,22/02/2021 15:33:08:462,494,503,4349,1,1,0,17.4,40.48,0,0,0,13.48,58,907.6,20.98,37.76,2.13,0,0,5,4452,0,#####,#####,#####,0,#####,51.03,#####,#####,#####,#####,14,#####,#####,39,67,0,2,80,7897,-3,1,#####,1,#####,16,0,31,3,27,#####,0,#####,39,88888,1,5,35,35
343,343,22/02/2021 15:33:08:562,489,500,4349,1,1,0,15.2,42.26,0,0,0,11.36,58,907.6,20.98,37.76,2.21,0,0,5,4566,0,#####,#####,#####,0,#####,50.24,#####,#####,#####,#####,14,#####,#####,39,67,0,2,80,7897,-2,1,#####,1,#####,15,0,31,5,26,#####,0,#####,40.5,88888,1,5,35,35
344,344,22/02/2021 15:33:08:662,484,494,4349,1,1,0,13.1,42.96,0,0,0,9.09,58,907.6,20.98,37.76,2.22,0,0,5,4566,0,#####,#####,#####,0,#####,50.24,#####,#####,#####,#####,14,#####,#####,39,67,0,2,80,7897,-2,1,#####,1,#####,15,0,31,5,26,#####,0,#####,40.5,88888,1,5,35,35
345,345,22/02/2021 15:33:08:762,479,487,4349,1,1,0,10.9,42.37,0,0,0,6.75,58,907.6,20.98,37.73,2.16,0,0,5,4566,0,#####,#####,#####,0,#####,46.32,#####,#####,#####,#####,14,#####,#####,39,67,0,2,78,7897,-3,1,#####,1,#####,13,0,31,9,24,#####,0,#####,45.5,88888,1,5,35,35
346,346,22/02/2021 15:33:08:862,474,480,4460,1,1,0,8.7,40.56,0,0,0,4.44,58,907.6,20.98,37.73,2.04,0,0,5,4566,0,#####,#####,#####,0,#####,46.32,#####,#####,#####,#####,14,#####,#####,39,67,0,2,78,7897,-3,1,#####,1,#####,13,0,31,9,24,#####,0,#####,45.5,88888,1,5,35,35
347,347,22/02/2021 15:33:08:962,469,473,4460,1,1,0,6.5,36.97,0,0,0,2.28,58,907.6,20.98,37.73,1.83,0,0,5,4453,0,#####,#####,#####,0,#####,35.33,#####,#####,#####,#####,14,#####,#####,39,67,0,2,74,7897,-4,1,#####,1,#####,9,0,31,2,20,#####,0,#####,46.5,88888,1,5,35,35
348,348,22/02/2021 15:33:09:62,463,467,4460,1,1,0,4.4,33.32,0,0,0,0.28,58,907.6,20.98,37.76,1.63,0,0,5,4453,0,#####,#####,#####,0,#####,35.33,#####,#####,#####,#####,14,#####,#####,39,67,0,2,74,7897,-4,1,#####,1,#####,9,0,31,2,20,#####,0,#####,46.5,88888,1,5,35,35
349,349,22/02/2021 15:33:09:162,458,459,4460,1,1,0,2.2,29,0,0,0,0,58,907.6,20.98,37.76,1.39,0,0,5,4317,0,#####,#####,#####,0,#####,27.87,#####,#####,#####,#####,15,#####,#####,39,67,0,2,69,7897,-5,1,#####,1,#####,5,0,31,-1,16,#####,0,#####,45,88888,1,5,35,35
350,350,22/02/2021 15:33:09:262,453,452,4460,1,1,0,0,23.27,0,0,0,0,58,907.6,20.99,37.75,1.1,0,0,5,4317,0,#####,#####,#####,0,#####,27.87,#####,#####,#####,#####,15,#####,#####,39,67,0,2,69,7897,-5,1,#####,1,#####,5,0,31,-1,16,#####,0,#####,45,88888,1,5,35,35
351,351,22/02/2021 15:33:09:362,445,440,4044,1,1,0,0,12.11,0,0,0,0.23,58,907.6,20.99,37.75,0.56,0,0,5,4207,0,#####,#####,#####,0,#####,16.49,#####,#####,#####,#####,15,#####,#####,39,67,0,4,54,7897,-7,1,#####,1,#####,1,0,31,0,12,#####,0,#####,39.5,88888,0,5,36,36
352,352,22/02/2021 15:33:09:462,436,431,4044,1,1,0,0,-3.01,0,0,0,1.01,58,907.6,20.99,37.75,-0.14,0,0,5,4207,0,#####,#####,#####,0,#####,16.49,#####,#####,#####,#####,15,#####,#####,39,67,0,4,54,7897,-7,1,#####,1,#####,1,0,31,0,12,#####,0,#####,39.5,88888,1,5,36,36
353,353,22/02/2021 15:33:09:562,427,433,4044,1,1,0,0,-7.17,0,0,0,1.81,58,907.7,20.98,37.77,-0.33,0,0,5,3966,0,#####,#####,#####,0,#####,15.7,#####,#####,#####,#####,15,#####,#####,39,67,0,4,43,7897,-19,1,#####,1,#####,0,0,31,0,12,#####,0,#####,10.5,88888,1,5,36,36
354,354,22/02/2021 15:33:09:662,418,428,4044,1,1,0,0,-10.37,0,0,0,2.71,58,907.7,20.98,37.77,-0.46,0,0,5,3966,0,#####,#####,#####,0,#####,15.7,#####,#####,#####,#####,15,#####,#####,39,67,0,4,43,7897,-19,1,#####,1,#####,0,0,31,0,12,#####,0,#####,10.5,88888,1,5,36,36
355,355,22/02/2021 15:33:09:762,409,421,4044,1,1,0,0,-13.64,0,0,0,3.84,58,907.7,20.98,37.77,-0.6,0,0,5,3917,0,#####,#####,#####,0,#####,16.49,#####,#####,#####,#####,15,#####,#####,39,67,0,4,43,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,10.5,88888,1,5,36,36
356,356,22/02/2021 15:33:09:862,400,413,3832,1,1,0,0,-15.85,0,0,0,5.05,58,907.7,20.98,37.79,-0.69,0,0,5,3917,0,#####,#####,#####,0,#####,16.49,#####,#####,#####,#####,15,#####,#####,39,67,0,4,43,7897,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,10.5,88888,1,5,36,36
357,357,22/02/2021 15:33:09:962,390,405,3832,1,1,0,0,-16.91,0,0,0,6.32,58,907.7,20.98,37.79,-0.72,0,0,5,3722,0,#####,#####,#####,0,#####,17.27,#####,#####,#####,#####,15,#####,#####,39,68,0,4,43,7898,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,9.5,88888,1,5,36,36
358,358,22/02/2021 15:33:10:62,381,396,3832,1,1,0,0,-17.62,0,0,0,7.61,58,907.7,20.98,37.78,-0.73,0,0,5,3722,0,#####,#####,#####,0,#####,17.27,#####,#####,#####,#####,15,#####,#####,39,68,0,4,43,7898,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,9.5,88888,1,5,36,36
359,359,22/02/2021 15:33:10:162,372,389,3832,1,1,0,0,-17.31,0,0,0,8.89,58,907.7,20.98,37.78,-0.71,0,0,5,3568,0,#####,#####,#####,0,#####,18.84,#####,#####,#####,#####,15,#####,#####,39,67,0,4,47,7898,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,7.5,88888,1,5,36,36
360,360,22/02/2021 15:33:10:262,363,384,3832,1,1,0,0,-13.81,0,0,0,9.79,58,907.7,20.98,37.77,-0.56,0,0,5,3568,0,#####,#####,#####,0,#####,18.84,#####,#####,#####,#####,15,#####,#####,39,67,0,4,47,7898,-19,1,#####,1,#####,0,0,31,0,11,#####,0,#####,7.5,88888,0,5,36,36
361,361,22/02/2021 15:33:10:362,358,376,3548,1,1,0,0,-10.17,0,0,0,10.4,58,907.6,20.98,37.77,-0.4,0,0,5,3506,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,15,#####,#####,39,68,0,4,58,7898,-13,1,#####,1,#####,2,0,31,0,11,#####,0,#####,33.5,88888,0,5,37,37
